,date,AOD
413,2010-03-07,
414,2010-03-08,
415,2010-03-08,
416,2010-03-08,
417,2010-03-08,
418,2010-03-08,
419,2010-03-08,
420,2010-03-09,
421,2010-03-09,
422,2010-03-09,
423,2010-03-09,
424,2010-03-09,0.258
425,2010-03-09,
426,2010-03-10,
427,2010-03-10,
428,2010-03-10,
429,2010-03-10,
430,2010-03-11,
431,2010-03-11,
432,2010-03-11,
433,2010-03-11,0.4216666666666667
434,2010-03-11,
435,2010-03-11,
436,2010-03-11,
437,2010-03-12,
438,2010-03-12,
439,2010-03-12,
440,2010-03-12,
441,2010-03-12,
442,2010-03-13,
443,2010-03-13,
444,2010-03-13,
445,2010-03-13,
446,2010-03-13,0.25907142857142856
447,2010-03-13,
448,2010-03-13,
449,2010-03-14,
450,2010-03-14,
451,2010-03-14,
452,2010-03-14,
453,2010-03-14,
454,2010-03-15,
455,2010-03-15,
456,2010-03-15,
457,2010-03-15,
458,2010-03-15,
459,2010-03-15,
460,2010-03-16,
461,2010-03-16,
462,2010-03-16,
463,2010-03-16,
464,2010-03-16,0.20644444444444446
465,2010-03-16,
466,2010-03-16,
467,2010-03-17,
468,2010-03-17,
469,2010-03-17,
470,2010-03-17,
471,2010-03-17,
472,2010-03-18,
473,2010-03-18,
474,2010-03-18,
475,2010-03-18,0.16825
476,2010-03-18,
477,2010-03-18,
478,2010-03-19,
479,2010-03-19,
480,2010-03-19,
481,2010-03-19,
482,2010-03-20,
483,2010-03-20,
484,2010-03-20,
485,2010-03-20,
486,2010-03-20,
487,2010-03-20,
488,2010-03-20,
489,2010-03-20,
490,2010-03-20,
491,2010-03-21,
492,2010-03-21,
493,2010-03-21,
494,2010-03-21,
495,2010-03-22,
496,2010-03-22,
497,2010-03-22,0.20033333333333334
498,2010-03-22,
499,2010-03-22,
500,2010-03-22,
501,2010-03-23,
502,2010-03-23,
503,2010-03-23,
504,2010-03-23,
505,2010-03-23,
506,2010-03-24,
507,2010-03-24,
508,2010-03-24,
509,2010-03-24,
510,2010-03-24,
511,2010-03-24,
512,2010-03-24,
513,2010-03-25,
514,2010-03-25,
515,2010-03-25,
516,2010-03-25,
517,2010-03-25,
518,2010-03-26,
519,2010-03-26,
520,2010-03-26,
521,2010-03-26,
522,2010-03-26,
523,2010-03-26,
524,2010-03-27,
525,2010-03-27,
526,2010-03-06,
527,2010-03-08,
528,2010-03-10,
529,2010-03-12,
530,2010-03-13,
531,2010-03-15,
532,2010-03-17,
533,2010-03-19,
534,2010-03-21,
535,2010-03-23,
536,2010-03-27,
537,2010-03-27,
538,2010-03-27,
539,2010-03-27,
540,2010-03-28,
541,2010-03-28,
542,2010-03-28,
543,2010-03-28,
544,2010-03-28,
545,2010-03-28,
546,2010-03-29,
547,2010-03-29,
548,2010-03-29,
549,2010-03-29,0.374
550,2010-03-29,
551,2010-03-29,
552,2010-03-30,
553,2010-03-30,
554,2010-03-30,
555,2010-03-30,
556,2010-03-30,
557,2010-03-31,
558,2010-03-31,
559,2010-03-31,
560,2010-03-31,
561,2010-03-31,
562,2010-03-31,
563,2010-04-01,
564,2010-04-01,
565,2010-04-01,
566,2010-04-01,
567,2010-04-01,
568,2010-04-01,
569,2010-04-02,
570,2010-04-02,
571,2010-04-02,
572,2010-04-02,
573,2010-04-02,
574,2010-04-02,
575,2010-04-03,
576,2010-04-03,
577,2010-04-03,
578,2010-04-03,0.193
579,2010-04-03,
580,2010-04-04,
581,2010-04-04,
582,2010-04-04,
583,2010-04-04,
584,2010-04-04,
585,2010-04-04,
586,2010-04-05,
587,2010-04-05,
588,2010-04-05,
589,2010-04-05,
590,2010-04-05,0.4405454545454546
591,2010-04-05,
592,2010-04-05,
593,2010-04-06,
594,2010-04-06,
595,2010-04-06,
596,2010-04-06,
597,2010-04-06,
598,2010-04-07,
599,2010-04-07,
600,2010-04-07,
601,2010-04-07,
602,2010-04-07,
603,2010-04-08,
604,2010-04-08,
605,2010-04-08,
606,2010-04-08,
607,2010-04-08,
608,2010-04-08,
609,2010-04-08,
610,2010-04-09,
611,2010-04-09,
612,2010-04-09,
613,2010-04-09,
614,2010-04-09,
615,2010-04-10,
616,2010-04-10,
617,2010-04-10,
618,2010-04-10,
619,2010-04-10,
620,2010-04-10,
621,2010-04-11,
622,2010-04-11,
623,2010-04-11,
624,2010-04-11,
625,2010-04-12,
626,2010-04-12,
627,2010-04-12,
628,2010-04-12,
629,2010-04-12,
630,2010-04-12,
631,2010-04-12,
632,2010-04-13,
633,2010-04-13,
634,2010-04-13,
635,2010-04-13,
636,2010-04-13,
637,2010-04-14,
638,2010-04-14,
639,2010-04-14,
640,2010-04-14,
641,2010-04-14,0.17607692307692308
642,2010-04-14,
643,2010-04-14,
644,2010-04-15,
645,2010-04-15,
646,2010-04-15,
647,2010-04-16,
648,2010-04-16,
649,2010-04-16,
650,2010-04-16,
651,2010-04-16,
652,2010-04-16,
653,2010-04-16,
654,2010-04-17,
655,2010-04-17,
656,2010-04-17,
657,2010-04-17,
658,2010-03-27,
659,2010-03-29,
660,2010-03-31,
661,2010-04-01,
662,2010-04-03,
663,2010-04-05,
664,2010-04-07,
665,2010-04-09,
666,2010-04-11,
667,2010-04-13,
668,2010-04-17,
669,2010-04-17,
670,2010-04-18,
671,2010-04-18,
672,2010-04-18,
673,2010-04-18,
674,2010-04-18,
675,2010-04-19,
676,2010-04-19,
677,2010-04-19,
678,2010-04-19,0.1296578947368421
679,2010-04-19,
680,2010-04-20,
681,2010-04-20,
682,2010-04-20,
683,2010-04-20,
684,2010-04-20,
685,2010-04-20,
686,2010-04-21,
687,2010-04-21,
688,2010-04-21,
689,2010-04-21,
690,2010-04-21,
691,2010-04-21,
692,2010-04-21,
693,2010-04-22,
694,2010-04-22,
695,2010-04-22,
696,2010-04-22,
697,2010-04-22,
698,2010-04-22,
699,2010-04-23,
700,2010-04-23,
701,2010-04-23,
702,2010-04-23,
703,2010-04-23,
704,2010-04-24,
705,2010-04-24,
706,2010-04-24,
707,2010-04-24,
708,2010-04-24,
709,2010-04-24,
710,2010-04-24,
711,2010-04-25,
712,2010-04-25,0.13766666666666666
713,2010-04-25,
714,2010-04-25,
715,2010-04-25,
716,2010-04-26,
717,2010-04-26,
718,2010-04-26,
719,2010-04-26,
720,2010-04-26,0.2849655172413793
721,2010-04-26,
722,2010-04-27,
723,2010-04-27,
724,2010-04-27,
725,2010-04-27,
726,2010-04-28,
727,2010-04-28,
728,2010-04-28,
729,2010-04-28,
730,2010-04-28,
731,2010-04-28,
732,2010-04-28,
733,2010-04-29,
734,2010-04-29,
735,2010-04-29,
736,2010-04-29,
737,2010-04-29,
738,2010-04-30,
739,2010-04-30,
740,2010-04-30,
741,2010-04-30,
742,2010-04-30,0.2822
743,2010-04-30,
744,2010-04-30,
745,2010-05-01,
746,2010-05-01,
747,2010-05-01,
748,2010-05-01,
749,2010-05-01,
750,2010-05-02,
751,2010-05-02,
752,2010-05-02,
753,2010-05-02,
754,2010-05-02,
755,2010-05-02,
756,2010-05-02,
757,2010-05-03,
758,2010-05-03,
759,2010-05-03,
760,2010-05-03,
761,2010-05-03,
762,2010-05-03,
763,2010-05-04,
764,2010-05-04,
765,2010-05-04,0.195
766,2010-05-04,
767,2010-05-04,
768,2010-05-05,
769,2010-05-05,
770,2010-05-05,0.30388888888888893
771,2010-05-05,
772,2010-05-05,
773,2010-05-06,
774,2010-05-06,
775,2010-05-06,
776,2010-05-06,
777,2010-05-06,
778,2010-05-06,
779,2010-05-07,
780,2010-05-07,
781,2010-05-07,
782,2010-05-07,0.15242424242424243
783,2010-05-07,
784,2010-05-07,
785,2010-05-07,
786,2010-05-08,
787,2010-05-08,
788,2010-05-08,
789,2010-05-08,
790,2010-04-17,0.1065
791,2010-04-19,
792,2010-04-21,
793,2010-04-23,
794,2010-04-25,
795,2010-04-27,
796,2010-04-29,
797,2010-05-01,
798,2010-05-03,
799,2010-05-05,
800,2010-01-21,
801,2010-02-11,
802,2010-03-04,0.499
803,2010-03-25,
804,2010-04-15,
805,2010-05-07,
806,2010-05-27,
807,2010-06-17,0.19033333333333335
808,2010-07-08,
809,2010-07-29,
810,2010-05-08,
811,2010-05-09,
812,2010-05-09,
813,2010-05-09,0.21964
814,2010-05-09,
815,2010-05-09,
816,2010-05-09,
817,2010-05-10,
818,2010-05-10,
819,2010-05-10,
820,2010-05-10,
821,2010-05-10,
822,2010-05-10,
823,2010-05-11,
824,2010-05-11,
825,2010-05-11,
826,2010-05-11,
827,2010-05-11,
828,2010-05-11,
829,2010-05-12,
830,2010-05-12,
831,2010-05-12,
832,2010-05-12,
833,2010-05-12,
834,2010-05-13,
835,2010-05-13,
836,2010-05-13,
837,2010-05-13,
838,2010-05-13,
839,2010-05-14,
840,2010-05-14,
841,2010-05-14,
842,2010-05-14,0.26887500000000003
843,2010-05-14,
844,2010-05-14,
845,2010-05-15,
846,2010-05-15,
847,2010-05-15,
848,2010-05-15,
849,2010-05-15,
850,2010-05-15,
851,2010-05-16,
852,2010-05-16,
853,2010-05-16,
854,2010-05-16,0.1592608695652174
855,2010-05-16,
856,2010-05-16,
857,2010-05-17,
858,2010-05-17,
859,2010-05-17,
860,2010-05-17,
861,2010-05-17,
862,2010-05-17,
863,2010-05-18,
864,2010-05-18,
865,2010-05-18,
866,2010-05-18,
867,2010-05-18,
868,2010-05-18,
869,2010-05-19,
870,2010-05-19,
871,2010-05-19,
872,2010-05-19,
873,2010-05-19,
874,2010-05-19,
875,2010-05-19,
876,2010-05-20,
877,2010-05-20,
878,2010-05-20,
879,2010-05-20,
880,2010-05-21,
881,2010-05-21,
882,2010-05-21,
883,2010-05-21,
884,2010-05-21,
885,2010-05-21,
886,2010-05-22,
887,2010-05-22,
888,2010-05-22,
889,2010-05-22,
890,2010-05-22,
891,2010-05-23,
892,2010-05-23,
893,2010-05-23,
894,2010-05-23,
895,2010-05-23,0.2465
896,2010-05-23,
897,2010-05-23,
898,2010-05-23,
899,2010-05-24,
900,2010-05-24,
901,2010-05-24,
902,2010-05-24,
903,2010-05-24,
904,2010-05-25,
905,2010-05-25,
906,2010-05-25,0.19619047619047622
907,2010-05-25,
908,2010-05-25,
909,2010-05-25,
910,2010-05-26,
911,2010-05-26,
912,2010-05-26,
913,2010-05-26,
914,2010-05-26,
915,2010-05-26,
916,2010-05-27,
917,2010-05-27,
918,2010-05-27,
919,2010-05-27,
920,2010-05-27,
921,2010-05-28,
922,2010-05-28,
923,2010-05-28,
924,2010-05-28,
925,2010-05-28,
926,2010-05-28,
927,2010-05-29,
928,2010-05-29,
929,2010-05-29,
930,2010-05-29,
931,2010-05-29,
932,2010-05-08,
933,2010-05-10,
934,2010-05-12,
935,2010-05-14,
936,2010-05-16,
937,2010-05-18,0.11815384615384616
938,2010-05-20,
939,2010-05-22,
940,2010-05-24,
941,2010-05-26,
942,2010-05-30,
943,2010-05-30,
944,2010-05-30,
945,2010-05-30,
946,2010-05-30,
947,2010-05-30,
948,2010-05-30,
949,2010-05-31,
950,2010-05-31,
951,2010-05-31,
952,2010-05-31,
953,2010-05-31,
954,2010-06-01,
955,2010-06-01,
956,2010-06-01,
957,2010-06-01,
958,2010-06-01,0.1436
959,2010-06-01,
960,2010-06-01,
961,2010-06-02,
962,2010-06-02,
963,2010-06-02,
964,2010-06-02,
965,2010-06-02,
966,2010-06-03,
967,2010-06-03,
968,2010-06-03,0.14783333333333334
969,2010-06-03,
970,2010-06-03,
971,2010-06-03,
972,2010-06-03,
973,2010-06-04,
974,2010-06-04,
975,2010-06-04,
976,2010-06-04,0.16936363636363638
977,2010-06-04,
978,2010-06-04,
979,2010-06-05,
980,2010-06-05,
981,2010-06-05,
982,2010-06-05,
983,2010-06-05,
984,2010-06-06,
985,2010-06-06,
986,2010-06-06,
987,2010-06-06,0.1345681818181818
988,2010-06-06,
989,2010-06-06,
990,2010-06-07,
991,2010-06-07,
992,2010-06-07,
993,2010-06-07,
994,2010-06-07,
995,2010-06-07,
996,2010-06-08,
997,2010-06-08,
998,2010-06-08,
999,2010-06-08,
1000,2010-06-08,
1001,2010-06-08,
1002,2010-06-08,
1003,2010-06-09,
1004,2010-06-09,
1005,2010-06-09,
1006,2010-06-09,
1007,2010-06-09,
1008,2010-06-10,
1009,2010-06-10,
1010,2010-06-10,0.26922222222222225
1011,2010-06-10,
1012,2010-06-10,
1013,2010-06-10,
1014,2010-06-11,
1015,2010-06-11,
1016,2010-06-11,
1017,2010-06-11,
1018,2010-06-11,
1019,2010-06-11,
1020,2010-06-12,
1021,2010-06-12,
1022,2010-06-12,0.23441176470588235
1023,2010-06-12,
1024,2010-06-12,
1025,2010-06-12,
1026,2010-06-13,
1027,2010-06-13,
1028,2010-06-13,
1029,2010-06-13,
1030,2010-06-13,0.15955555555555553
1031,2010-06-13,
1032,2010-06-14,
1033,2010-06-14,
1034,2010-06-14,
1035,2010-06-14,
1036,2010-06-14,
1037,2010-06-15,
1038,2010-06-15,
1039,2010-06-15,
1040,2010-06-15,
1041,2010-06-15,
1042,2010-06-15,
1043,2010-06-15,
1044,2010-06-16,
1045,2010-06-16,
1046,2010-06-16,
1047,2010-06-16,
1048,2010-06-16,
1049,2010-06-17,
1050,2010-06-17,
1051,2010-06-17,
1052,2010-06-17,
1053,2010-06-17,
1054,2010-06-17,
1055,2010-06-18,
1056,2010-06-18,
1057,2010-06-18,
1058,2010-06-18,0.11266666666666668
1059,2010-06-18,
1060,2010-06-18,
1061,2010-06-19,
1062,2010-06-19,
1063,2010-06-19,
1064,2010-05-30,
1065,2010-05-31,
1066,2010-06-02,0.12166666666666667
1067,2010-06-04,
1068,2010-06-06,
1069,2010-06-08,
1070,2010-06-10,
1071,2010-06-11,
1072,2010-06-13,
1073,2010-06-15,
1074,2010-06-19,
1075,2010-06-19,
1076,2010-06-19,
1077,2010-06-20,
1078,2010-06-20,
1079,2010-06-20,
1080,2010-06-20,
1081,2010-06-20,0.10115384615384616
1082,2010-06-20,
1083,2010-06-20,
1084,2010-06-21,
1085,2010-06-21,
1086,2010-06-21,
1087,2010-06-21,
1088,2010-06-22,
1089,2010-06-22,
1090,2010-06-22,
1091,2010-06-22,
1092,2010-06-22,
1093,2010-06-22,
1094,2010-06-23,
1095,2010-06-23,
1096,2010-06-23,
1097,2010-06-23,
1098,2010-06-23,
1099,2010-06-24,
1100,2010-06-24,
1101,2010-06-24,
1102,2010-06-24,
1103,2010-06-24,0.19214285714285714
1104,2010-06-24,
1105,2010-06-24,
1106,2010-06-24,
1107,2010-06-25,
1108,2010-06-25,
1109,2010-06-25,0.14075000000000001
1110,2010-06-25,
1111,2010-06-26,
1112,2010-06-26,
1113,2010-06-26,
1114,2010-06-26,
1115,2010-06-26,
1116,2010-06-26,
1117,2010-06-26,
1118,2010-06-27,
1119,2010-06-27,
1120,2010-06-27,
1121,2010-06-27,0.06664285714285714
1122,2010-06-27,
1123,2010-06-27,
1124,2010-06-28,
1125,2010-06-28,
1126,2010-06-28,0.08975
1127,2010-06-28,
1128,2010-06-28,
1129,2010-06-28,
1130,2010-06-29,
1131,2010-06-29,
1132,2010-06-29,0.1046060606060606
1133,2010-06-29,
1134,2010-06-29,
1135,2010-06-30,
1136,2010-06-30,
1137,2010-06-30,
1138,2010-06-30,
1139,2010-06-30,
1140,2010-07-01,
1141,2010-07-01,
1142,2010-07-01,
1143,2010-07-01,0.4315
1144,2010-07-01,
1145,2010-07-01,
1146,2010-07-01,
1147,2010-07-02,
1148,2010-07-02,
1149,2010-07-02,
1150,2010-07-02,
1151,2010-07-02,
1152,2010-07-03,
1153,2010-07-03,
1154,2010-07-03,
1155,2010-07-03,0.17432692307692307
1156,2010-07-03,
1157,2010-07-03,
1158,2010-07-03,
1159,2010-07-04,
1160,2010-07-04,
1161,2010-07-04,
1162,2010-07-04,
1163,2010-07-04,
1164,2010-07-05,
1165,2010-07-05,
1166,2010-07-05,0.24180000000000001
1167,2010-07-05,
1168,2010-07-05,
1169,2010-07-05,
1170,2010-07-05,
1171,2010-07-06,
1172,2010-07-06,
1173,2010-07-06,
1174,2010-07-06,0.245
1175,2010-07-06,
1176,2010-07-07,
1177,2010-07-07,
1178,2010-07-07,
1179,2010-07-07,
1180,2010-07-07,
1181,2010-07-08,
1182,2010-07-08,
1183,2010-07-08,
1184,2010-07-08,0.15084375
1185,2010-07-08,
1186,2010-07-08,
1187,2010-07-09,
1188,2010-07-09,
1189,2010-07-09,
1190,2010-07-09,
1191,2010-07-09,
1192,2010-07-09,
1193,2010-07-10,
1194,2010-07-10,
1195,2010-07-10,
1196,2010-06-19,
1197,2010-06-21,
1198,2010-06-23,
1199,2010-06-25,
1200,2010-06-27,
1201,2010-06-29,
1202,2010-07-01,
1203,2010-07-03,
1204,2010-07-04,
1205,2010-07-06,
1206,2010-07-10,
1207,2010-07-10,
1208,2010-07-10,
1209,2010-07-10,
1210,2010-07-11,
1211,2010-07-11,
1212,2010-07-11,
1213,2010-07-11,
1214,2010-07-11,
1215,2010-07-12,
1216,2010-07-12,
1217,2010-07-12,
1218,2010-07-12,0.23607692307692307
1219,2010-07-12,
1220,2010-07-12,
1221,2010-07-12,
1222,2010-07-13,
1223,2010-07-13,
1224,2010-07-13,
1225,2010-07-13,
1226,2010-07-13,0.26180000000000003
1227,2010-07-13,
1228,2010-07-14,
1229,2010-07-14,
1230,2010-07-14,
1231,2010-07-14,
1232,2010-07-14,
1233,2010-07-14,
1234,2010-07-15,
1235,2010-07-15,
1236,2010-07-15,
1237,2010-07-15,
1238,2010-07-15,
1239,2010-07-16,
1240,2010-07-16,
1241,2010-07-16,
1242,2010-07-16,
1243,2010-07-16,
1244,2010-07-16,
1245,2010-07-17,
1246,2010-07-17,
1247,2010-07-17,
1248,2010-07-17,
1249,2010-07-17,0.6442000000000001
1250,2010-07-17,
1251,2010-07-17,
1252,2010-07-18,
1253,2010-07-18,
1254,2010-07-18,
1255,2010-07-18,
1256,2010-07-18,
1257,2010-07-19,
1258,2010-07-19,
1259,2010-07-19,
1260,2010-07-19,
1261,2010-07-19,
1262,2010-07-19,
1263,2010-07-20,
1264,2010-07-20,
1265,2010-07-20,
1266,2010-07-20,
1267,2010-07-20,
1268,2010-07-20,
1269,2010-07-21,
1270,2010-07-21,
1271,2010-07-21,
1272,2010-07-21,
1273,2010-07-21,
1274,2010-07-21,
1275,2010-07-22,
1276,2010-07-22,
1277,2010-07-22,
1278,2010-07-22,
1279,2010-07-22,0.2020909090909091
1280,2010-07-22,
1281,2010-07-23,
1282,2010-07-23,
1283,2010-07-23,
1284,2010-07-23,
1285,2010-07-24,
1286,2010-07-24,
1287,2010-07-24,
1288,2010-07-24,0.24782608695652175
1289,2010-07-24,
1290,2010-07-24,
1291,2010-07-24,
1292,2010-07-25,
1293,2010-07-25,
1294,2010-07-25,
1295,2010-07-25,
1296,2010-07-25,
1297,2010-07-26,
1298,2010-07-26,
1299,2010-07-26,
1300,2010-07-26,
1301,2010-07-26,0.12879141104294478
1302,2010-07-26,
1303,2010-07-26,
1304,2010-07-27,
1305,2010-07-27,
1306,2010-07-27,
1307,2010-07-27,
1308,2010-07-28,
1309,2010-07-28,
1310,2010-07-28,
1311,2010-07-28,0.313
1312,2010-07-28,
1313,2010-07-28,
1314,2010-07-28,
1315,2010-07-28,
1316,2010-07-29,
1317,2010-07-29,
1318,2010-07-29,
1319,2010-07-29,0.2613720930232558
